,city,lat,lng,country,capital,population
4676,Buea,4.1667,9.2333,Cameroon,admin,131325.0
4677,Los Guayos,10.1833,-67.9333,Venezuela,minor,130345.0
4678,Nanqiaotou,22.7217,113.2926,China,,130370.0
4679,Ji-Paraná,-10.8853,-61.9517,Brazil,,131560.0
4680,Batang,-6.9081,109.7304,Indonesia,minor,127832.0
4681,Guagua,14.9667,120.6333,Philippines,,128893.0
4682,Spanish Town,17.9959,-76.9551,Jamaica,admin,131056.0
4683,Carrollton,32.989,-96.8999,United States,,131388.0
4684,Chittandikavundanūr,10.6931,76.7188,India,,130736.0
4685,Surat Thani,9.1397,99.3306,Thailand,admin,130703.0
4686,Narita,35.7767,140.3183,Japan,,130689.0
4687,Apopa,13.8,-89.1833,El Salvador,,131286.0
4688,Relizane,35.7372,0.5558,Algeria,admin,130094.0
4689,Fürth,49.4667,11.0,Germany,minor,129122.0
4690,Lào Cai,22.4806,103.975,Vietnam,admin,130671.0
4691,Antsiranana,-12.3,49.2833,Madagascar,admin,129320.0
4692,Lashio,22.9333,97.75,Myanmar,,131000.0
4693,Silay,10.8,122.9667,Philippines,,130478.0
4694,Parepare,-4.0167,119.6236,Indonesia,,129542.0
4695,City of Isabela,6.7,121.9667,Philippines,admin,130379.0
4696,Thaton,16.9333,97.3667,Myanmar,,130763.0
4697,Zwolle,52.5167,6.1,Netherlands,admin,129840.0
4698,Nueva Concepción,14.1997,-91.2997,Guatemala,minor,130754.0
4699,Marand,38.4331,45.7686,Iran,minor,130825.0
4700,Kānchrāpāra,22.9456,88.4332,India,,129576.0
4701,Quibdó,5.6922,-76.6581,Colombia,admin,130825.0
4702,Girardot,4.305,-74.8017,Colombia,minor,129834.0
4703,Pouso Alegre,-22.2281,-45.9336,Brazil,,130615.0
4704,Tychy,50.1236,18.9867,Poland,minor,129322.0
4705,Rustavi,41.5472,45.0111,Georgia,admin,128680.0
4706,Bassila,9.0167,1.6667,Benin,,130770.0
4707,Midland,32.0243,-102.1147,United States,,130765.0
4708,Cholula de Rivadabia,19.0633,-98.3064,Mexico,,129032.0
4709,Trinidad,-14.8292,-64.9014,Bolivia,admin,130657.0
4710,Onomichi,34.4167,133.2,Japan,,130143.0
4711,Kislovodsk,43.9167,42.7167,Russia,,128779.0
4712,Kozan,37.45,35.8,Turkey,minor,130495.0
4713,Udon Thani,17.4167,102.75,Thailand,admin,130274.0
4714,Jīroft,28.6781,57.7406,Iran,minor,130429.0
4715,Batticaloa,7.7167,81.7,Sri Lanka,,129222.0
4716,Chās,23.63,86.17,India,,128331.0
4717,Yakima,46.5923,-120.5496,United States,,130440.0
4718,Bongaigaon,26.4769,90.5583,India,,129894.0
4719,Battambang,13.1,103.2,Cambodia,admin,130000.0
4720,Vitória de Santo Antão,-8.1264,-35.3075,Brazil,,129974.0
4721,Mukeriān,31.95,75.62,India,,129841.0
4722,Malambo,10.85,-74.75,Colombia,minor,129148.0
4723,Leiden,52.16,4.49,Netherlands,minor,124899.0
4724,Huejutla de Reyes,21.1333,-98.4167,Mexico,,129919.0
4725,Zhaozhou,37.7527,114.7775,China,,127545.0
4726,Lakewood,40.0763,-74.2031,United States,,130221.0
4727,Ergani,38.2692,39.7617,Turkey,minor,130105.0
4728,Lucheng,30.0553,101.9648,China,minor,130142.0
4729,Hanumāngarh,29.5833,74.3167,India,,129654.0
4730,Çayırova,40.8265,29.3745,Turkey,minor,129655.0
4731,Saïda,34.8303,0.1517,Algeria,admin,128413.0
4732,Taldyqorghan,45.0167,78.3667,Kazakhstan,admin,129960.0
4733,Ñemby,-25.3935,-57.5443,Paraguay,,126817.0
4734,Cambridge,43.3972,-80.3114,Canada,,129920.0
4735,Fengcheng,37.4313,112.027,China,minor,128571.0
4736,Ponnagyun,20.3333,93.0167,Myanmar,,129753.0
4737,Mothīhāri,26.65,84.9167,India,,126158.0
4738,Serpukhov,54.9167,37.4,Russia,,125817.0
4739,Mīt Ghamr,30.7167,31.25,Egypt,,121039.0
4740,Bellingham,48.7548,-122.469,United States,,129601.0
4741,Yuba City,39.1357,-121.6383,United States,,129536.0
4742,Villa Alemana,-33.0422,-71.3733,Chile,,125140.0
4743,Ciénaga,11.0069,-74.25,Colombia,minor,129414.0
4744,Táriba,7.8167,-72.2167,Venezuela,minor,128590.0
4745,Kibaha,-6.7667,38.9167,Tanzania,admin,128488.0
4746,Chinguar,-12.55,16.3333,Angola,,129370.0
4747,Västerås,59.6161,16.5528,Sweden,admin,128660.0
4748,Würzburg,49.7833,9.9333,Germany,minor,127880.0
4749,Mansa,-11.2,28.8833,Zambia,admin,129185.0
4750,Alwāl,17.5047,78.5038,India,,123031.0
4751,Songnim,38.7542,125.645,North Korea,,128831.0
4752,Santo Tomas,7.5333,125.6167,Philippines,,128667.0
4753,Koidu,8.6439,-10.9717,Sierra Leone,,124662.0
4754,Hoshangābād,22.7475,77.7274,India,,128599.0
4755,Opole,50.6667,17.9333,Poland,admin,127792.0
4756,Novocheboksarsk,56.1333,47.5,Russia,,126626.0
4757,Araras,-22.3572,-47.3844,Brazil,,128895.0
4758,Khanna,30.7,76.22,India,,128137.0
4759,Puno,-15.8433,-70.0236,Peru,admin,128637.0
4760,Koforidua,6.0833,-0.25,Ghana,admin,127334.0
4761,Ahmadpur East,29.1439,71.2592,Pakistan,,128112.0
4762,Rosario,13.846,121.206,Philippines,,128352.0
4763,Avrankou,6.55,2.6667,Benin,,128050.0
4764,Salto,-31.3833,-57.95,Uruguay,admin,124878.0
4765,Mosquera,4.7078,-74.2328,Colombia,minor,128012.0
4766,Missérété,6.5625,2.5853,Benin,,127249.0
4767,Vihari,30.0419,72.3528,Pakistan,minor,128034.0
4768,Amherst,43.0117,-78.757,United States,,128783.0
4769,Örebro,59.2739,15.2075,Sweden,admin,126604.0
4770,Temperley,-34.7667,-58.3833,Argentina,,121451.0
4771,Baigou,39.1098,116.0139,China,,124274.0
4772,Tukuyu,-9.25,33.65,Tanzania,,127570.0
4773,Shiyan,23.1251,113.8633,China,,122802.0
4774,Zoetermeer,52.0667,4.5,Netherlands,minor,125267.0
4775,Ban Bang Pu Mai,13.5441,100.6175,Thailand,,120058.0
4776,Iwakuni,34.1664,132.2189,Japan,,128401.0
4777,Sinnūris,29.4072,30.8667,Egypt,,125905.0
4778,Garut,-7.2167,107.9,Indonesia,minor,127583.0
4779,Seto,35.2236,137.0842,Japan,,127327.0
4780,Bataysk,47.1667,39.7333,Russia,,126769.0
4781,Whitby,43.8833,-78.9417,Canada,,128377.0
4782,Buôn Hồ,12.8544,108.2703,Vietnam,,127920.0
4783,Romford,51.5768,0.1801,United Kingdom,,122854.0
4784,Pinsk,52.1153,26.1031,Belarus,minor,125900.0
4785,Tumen,42.9627,129.8413,China,minor,128212.0
4786,Ramos Mejía,-34.65,-58.5667,Argentina,,120346.0
4787,Rudnyy,52.9667,63.1333,Kazakhstan,minor,128200.0
4788,Guimba,15.6606,120.765,Philippines,,127653.0
4789,Miramar,22.3375,-97.8694,Mexico,,118614.0
4790,Nefteyugansk,61.0833,72.7,Russia,,128159.0
4791,Nāḩiyat Khān Banī Sa‘d,33.57,44.5411,Iraq,,127000.0
4792,La Granja,-33.5333,-70.625,Chile,,116571.0
4793,South Lyon,42.4614,-83.6526,United States,,128071.0
4794,Al Ḩajar al Aswad,33.464,36.3044,Syria,minor,101827.0
4795,Guasdualito,7.2467,-70.7292,Venezuela,minor,128025.0
4796,Domodedovo,55.44,37.7619,Russia,,127850.0
4797,Ulm,48.4,9.9833,Germany,minor,126949.0
4798,Darnah,32.7667,22.6333,Libya,admin,127974.0
4799,Santa Lucía Cotzumalguapa,14.3333,-91.0167,Guatemala,minor,127683.0
4800,Nagda,23.4564,75.4131,India,,127484.0
4801,Kadoma,34.7333,135.5833,Japan,,118319.0
4802,Salmās,38.2017,44.7686,Iran,minor,127864.0
4803,Santa Clara,37.3646,-121.968,United States,,127922.0
4804,St. George,37.0758,-113.5752,United States,,127890.0
4805,Allada,6.65,2.15,Benin,,127512.0
4806,Jāzān,16.8892,42.5611,Saudi Arabia,admin,127743.0
4807,Maricá,-22.9189,-42.8189,Brazil,,127461.0
4808,Dessalines,19.2833,-72.5,Haiti,,127529.0
4809,Kaspiysk,42.8803,47.6383,Russia,,123988.0
4810,Heilbronn,49.15,9.2167,Germany,minor,126458.0
4811,Anderlecht,50.8333,4.3333,Belgium,,120887.0
4812,Fort Smith,35.3495,-94.3695,United States,,127699.0
4813,Neftekamsk,56.1417,54.4667,Russia,,126805.0
4814,Ōmiyachō,35.2221,138.6216,Japan,,127252.0
4815,San Ignacio,-5.1456,-79.0017,Peru,,127523.0
4816,Bajos de Haina,18.4167,-70.0333,Dominican Republic,,124193.0
4817,Bam,29.1061,58.3569,Iran,minor,127396.0
4818,High Wycombe,51.6287,-0.7482,United Kingdom,,120256.0
4819,Monza,45.5836,9.2736,Italy,minor,123598.0
4820,Pforzheim,48.895,8.705,Germany,minor,126016.0
4821,Ōsaki,38.5771,140.9556,Japan,,127135.0
4822,Jhārsugra,21.85,84.03,India,,124500.0
4823,Balneário de Camboriú,-26.9953,-48.6356,Brazil,,124557.0
4824,Santana de Parnaíba,-23.4439,-46.9178,Brazil,,126574.0
4825,Palni,10.45,77.5161,India,,126751.0
4826,Rosetta,31.4044,30.4164,Egypt,,125778.0
4827,Payakumbuh,-0.2333,100.6333,Indonesia,,125608.0
4828,Simi Valley,34.2663,-118.749,United States,,127158.0
4829,Pakokku,21.332,95.0866,Myanmar,,126938.0
4830,Angren,41.0167,70.1436,Uzbekistan,,126962.0
4831,Basīrhat,22.6612,88.866,India,,125254.0
4832,Duitama,5.8333,-73.0167,Colombia,minor,126670.0
4833,Leiria,39.75,-8.8,Portugal,admin,126897.0
4834,Larache,35.1833,-6.15,Morocco,,125008.0
4835,Navadwīp,23.4088,88.3657,India,,125543.0
4836,Latina,41.4672,12.9036,Italy,minor,126470.0
4837,Cambridge,52.2053,0.1192,United Kingdom,,123867.0
4838,Ünye,41.1333,37.2833,Turkey,minor,126702.0
4839,San Fernando,16.62,120.32,Philippines,admin,125640.0
4840,Exeter,50.7256,-3.5269,United Kingdom,,124180.0
4841,Gurabo al Medio,19.4739,-70.6727,Dominican Republic,,126668.0
4842,Santa Cruz,14.2833,121.4167,Philippines,,123574.0
4843,Guntakal,15.17,77.38,India,,126270.0
4844,Pithampur,22.6197,75.6933,India,,126099.0
4845,Iizuka,33.65,130.6833,Japan,,126136.0
4846,Sabará,-19.8858,-43.8069,Brazil,,126269.0
4847,Catabola,-12.1167,17.3,Angola,,126631.0
4848,Suhum,6.0333,-0.45,Ghana,,126403.0
4849,Bagong Silangan,14.7094,121.1,Philippines,,106886.0
4850,Barbacena,-21.2167,-43.7667,Brazil,,126284.0
4851,Bến Tre,10.2333,106.3833,Vietnam,admin,124449.0
4852,Hālīsahar,22.95,88.42,India,,124939.0
4853,Matamoros,25.533,-103.25,Mexico,minor,118337.0
4854,Western Bicutan,14.5094,121.0381,Philippines,,91158.0
4855,Rishra,22.71,88.35,India,,124577.0
4856,Hoima,1.4319,31.3525,Uganda,admin,122700.0
4857,Drohobych,49.35,23.5,Ukraine,minor,124269.0
4858,Panevėžys,55.7333,24.35,Lithuania,admin,124412.0
4859,Leuwiliang,-6.5742,106.632,Indonesia,,124670.0
4860,Magelang,-7.4667,110.2167,Indonesia,,124912.0
4861,Jizhou,37.5455,115.5663,China,,124716.0
4862,Kampong Cham,11.987,105.462,Cambodia,admin,118242.0
4863,Gashua,12.8681,11.0464,Nigeria,minor,125817.0
4864,Shchelkovo,55.9167,38.0,Russia,,125634.0
4865,Dover,39.161,-75.5202,United States,admin,125931.0
4866,Chinautla,14.7029,-90.5,Guatemala,minor,124365.0
4867,Pātan,23.85,72.1167,India,,125497.0
4868,Novomoskovsk,54.0833,38.2167,Russia,,125647.0
4869,Norman,35.2335,-97.3471,United States,,125745.0
4870,Cam Ranh,11.9136,109.1369,Vietnam,minor,125311.0
4871,Kumbo,6.2,10.66,Cameroon,,125486.0
4872,Sai Wan Ho,22.2877,114.1365,Hong Kong,,12985.0
4873,Giugliano in Campania,40.9319,14.1956,Italy,,124361.0
4874,Cagua,10.1875,-67.4611,Venezuela,minor,122571.0
4875,Yuanlin,23.9611,120.5736,Taiwan,,122518.0
4876,Indramayu,-6.3528,108.3242,Indonesia,minor,123263.0
4877,Colchester,51.8917,0.903,United Kingdom,,121859.0
4878,Gateshead,54.95,-1.6,United Kingdom,,120046.0
4879,Pakxé,15.1167,105.7833,Laos,admin,119848.0
4880,Bonao,18.95,-70.41,Dominican Republic,minor,125338.0
4881,Honchō,35.758,139.5299,Japan,,116477.0
4882,Abilene,32.4543,-99.7384,United States,,125474.0
4883,Magalang,15.2167,120.6667,Philippines,minor,124188.0
4884,Uruguaiana,-29.755,-57.0878,Brazil,,125435.0
4885,Porlamar,10.9556,-63.8478,Venezuela,minor,120924.0
4886,Resende,-22.4689,-44.4469,Brazil,,125214.0
4887,Daitōchō,34.7167,135.6167,Japan,,118812.0
4888,Móng Cái,21.5333,107.9667,Vietnam,minor,125000.0
4889,Sawrān,36.6606,44.5508,Iraq,minor,125000.0
4890,León,42.6056,-5.57,Spain,minor,122051.0
4891,Sunām,30.13,75.8,India,,124590.0
4892,Central Signal Village,14.5106,121.0576,Philippines,,39674.0
4893,Polatlı,39.5842,32.1472,Turkey,minor,125075.0
4894,Jirjā,26.3333,31.9,Egypt,,102597.0
4895,Fugu,39.0259,111.0683,China,,124002.0
4896,Jilib,0.5,42.7667,Somalia,,125000.0
4897,Az Zulfī,26.2833,44.8,Saudi Arabia,,125000.0
4898,Billings,45.7891,-108.5526,United States,,124973.0
4899,Leeuwarden,53.2,5.7833,Netherlands,admin,124481.0
4900,Ouahigouya,13.5833,-2.4167,Burkina Faso,admin,124580.0
4901,Dūmā,33.5711,36.4011,Syria,minor,123494.0
4902,Juticalpa,14.6664,-86.2186,Honduras,admin,124828.0
4903,Zhaxi,27.844,105.0451,China,minor,124458.0
4904,Gexianzhuang,37.0694,115.6591,China,,122917.0
4905,Wolfsburg,52.4231,10.7872,Germany,minor,124151.0
4906,Savannakhet,16.55,104.75,Laos,admin,124000.0
4907,Gorzów Wielkopolski,52.7333,15.25,Poland,admin,123341.0
4908,Ponce,18.0127,-66.6212,Puerto Rico,,124719.0
4909,Cai Lậy,10.417,106.083,Vietnam,,123775.0
4910,Gyumri,40.7894,43.8475,Armenia,admin,121976.0
4911,Glazoué,7.9736,2.24,Benin,,124431.0
4912,Pervouralsk,56.9167,59.95,Russia,,124447.0
4913,New Mirpur,33.149,73.7485,Pakistan,minor,124352.0
4914,Noksan,36.2039,127.0847,South Korea,,124246.0
4915,San Pedro Garza García,25.6667,-100.3,Mexico,minor,122659.0
4916,Montreuil,48.8611,2.4436,France,,111240.0
4917,Serik,36.9167,31.1,Turkey,minor,124335.0
4918,Algeciras,36.1275,-5.4539,Spain,,122982.0
4919,Pāli,23.35,81.05,India,,124175.0
4920,Bimbo,4.3313,18.5163,Central African Republic,admin,124176.0
4921,Hội An,15.8833,108.3333,Vietnam,,121716.0
4922,Setúbal,38.5243,-8.8926,Portugal,admin,123684.0
4923,Matsubara,34.5833,135.55,Japan,,117186.0
4924,Baia Mare,47.6667,23.5833,Romania,admin,123738.0
4925,Kadirli,37.3697,36.1,Turkey,minor,124053.0
4926,Khrustalnyi,48.1214,38.9453,Ukraine,,124000.0
4927,Cherkessk,44.2222,42.0575,Russia,admin,122395.0
4928,Malindi,-3.2236,40.13,Kenya,,119859.0
4929,Pobé,6.9667,2.6833,Benin,,123740.0
4930,Bergamo,45.695,9.67,Italy,minor,120923.0
4931,Kirishima,31.7406,130.7631,Japan,,123812.0
4932,Gapan,15.3122,120.9489,Philippines,,122968.0
4933,Magangué,9.25,-74.7667,Colombia,minor,123906.0
4934,Jimaguayú,21.2667,-77.8303,Cuba,minor,123954.0
4935,Debre Tabor,11.85,38.0167,Ethiopia,,119176.0
4936,Maicao,11.3778,-72.2389,Colombia,minor,123757.0
4937,Delgado,13.7167,-89.1667,El Salvador,,120200.0
4938,Uruma,26.3792,127.8575,Japan,,122371.0
4939,Lehigh Acres,26.612,-81.6388,United States,,123751.0
4940,Derbent,42.05,48.3,Russia,minor,123720.0
4941,Melipilla,-33.6253,-71.2711,Chile,minor,123627.0
4942,Pati,-6.7415,111.0347,Indonesia,minor,122785.0
4943,Cádiz,36.535,-6.2975,Spain,minor,114244.0
4944,Djidja,7.3333,1.9333,Benin,,123542.0
4945,Longtian,24.3512,114.1293,China,,123469.0
4946,St. Cloud,45.534,-94.1718,United States,,123569.0
4947,Nāndgaon,20.307,74.657,India,,123191.0
4948,Arecibo,18.4491,-66.7387,Puerto Rico,,123499.0
4949,Munūf,30.4658,30.9308,Egypt,,117240.0
4950,Punta Arenas,-53.1667,-70.9333,Chile,admin,123403.0
4951,Varginha,-21.5517,-45.43,Brazil,,123081.0
4952,Munch’ŏn,39.259,127.356,North Korea,,122934.0
4953,Kilifi,-3.6333,39.85,Kenya,,122899.0
4954,Bhadrakh,21.0545,86.5156,India,,122119.0
4955,Zacatecas,22.7736,-102.5736,Mexico,admin,122889.0
4956,Santana,-0.035,-51.175,Brazil,,123096.0
4957,Kaya,13.0833,-1.0833,Burkina Faso,admin,122949.0
4958,Alberton,-26.2672,28.1219,South Africa,,121536.0
4959,Kenosha,42.5865,-87.8773,United States,,123061.0
4960,Ise,34.4833,136.7167,Japan,,122432.0
4961,Lianhe,47.1414,129.2577,China,minor,121367.0
4962,Brits,-25.6344,27.7811,South Africa,,122497.0
4963,Itatiba,-23.0058,-46.8389,Brazil,,122581.0
4964,Dimāpur,25.92,93.73,India,,122834.0
4965,Ed Damer,17.59,33.96,Sudan,admin,122944.0
4966,Bragança,-1.0628,-46.7728,Brazil,,122881.0
4967,Patnos,39.2358,42.8686,Turkey,minor,122833.0
4968,Bayawan,9.3667,122.8,Philippines,,122747.0
4969,Greenville,35.5943,-77.376,United States,,122921.0
4970,Barretos,-20.5569,-48.5678,Brazil,,122833.0
4971,Arvada,39.832,-105.151,United States,,122903.0
4972,Kâhta,37.7803,38.6217,Turkey,minor,122774.0
4973,Blackburn,53.748,-2.482,United Kingdom,,117963.0
4974,Machiques,10.0667,-72.5667,Venezuela,minor,122734.0
4975,Ciudad Hidalgo,19.6923,-100.5574,Mexico,minor,122619.0
4976,Slough,51.5084,-0.5881,United Kingdom,,119070.0
4977,Pescara,42.4643,14.2142,Italy,minor,119217.0
4978,Guelma,36.4619,7.4258,Algeria,admin,120004.0
4979,Behbahān,30.5958,50.2417,Iran,minor,122604.0
4980,Pearland,29.5581,-95.3218,United States,,122609.0
4981,Baidyabāti,22.79,88.32,India,,121110.0
4982,Kotamobagu,0.7333,124.3167,Indonesia,,120597.0
4983,Mufulira,-12.5356,28.2419,Zambia,,122336.0
4984,Puerto Cortés,15.8833,-87.95,Honduras,,122426.0
4985,Maina,13.4692,144.7332,Guam,,122411.0
4986,Dharmavaram,14.43,77.72,India,,121874.0
4987,Edéa,3.8,10.1333,Cameroon,,122300.0
4988,Honmachi,32.5,130.6,Japan,,122134.0
4989,Ciudad Ojeda,10.2,-71.3,Venezuela,minor,122124.0
4990,Bento Gonçalves,-29.1708,-51.5189,Brazil,,121803.0
4991,Independence,39.0871,-94.3501,United States,,122230.0
4992,Fier,40.725,19.5572,Albania,admin,120655.0
4993,Kamalia,30.7258,72.6447,Pakistan,,121401.0
4994,Ghazīpur,25.5833,83.5667,India,,121020.0
4995,Orekhovo-Zuyevo,55.8,38.9667,Russia,,118822.0
4996,Texas City,29.4154,-94.9682,United States,,122017.0
4997,Saint-Denis,48.9356,2.3539,France,minor,112852.0
4998,Chinandega,12.6297,-87.1283,Nicaragua,admin,121793.0
4999,Puruliya,23.3333,86.3667,India,,121067.0
5000,Kashiwara,34.5167,135.8,Japan,,121604.0
5001,Fāqūs,30.7282,31.797,Egypt,,111532.0
5002,Urasoe,26.2458,127.7219,Japan,,115855.0
5003,Dorūd,33.4986,49.0539,Iran,minor,121608.0
5004,Guarapari,-20.65,-40.5,Brazil,,121506.0
5005,Hòa Bình,20.8133,105.3383,Vietnam,admin,121309.0
5006,Kuopio,62.8925,27.6783,Finland,admin,121557.0
5007,Ribeirão Pires,-23.7153,-46.4194,Brazil,,120396.0
5008,Ondjiva,-17.0667,15.7333,Angola,admin,121537.0
5009,Port-de-Paix,19.95,-72.8333,Haiti,admin,121220.0
5010,Shuixi,22.5111,113.3161,China,,119517.0
5011,Wuling,39.4421,114.23,China,minor,121110.0
5012,Samandağ,36.085,35.9806,Turkey,minor,121109.0
5013,Redding,40.5698,-122.365,United States,,121498.0
5014,Tsuruoka,38.7272,139.8267,Japan,,121371.0
5015,Soreang,-7.0372,107.5167,Indonesia,minor,116780.0
5016,Ciudad Guzmán,19.7,-103.4667,Mexico,minor,115000.0
5017,Gudiyāttam,12.9476,78.87,India,,120716.0
5018,Upington,-28.4572,21.2425,South Africa,,121189.0
5019,Chơn Thành,11.4292,106.6572,Vietnam,minor,121083.0
5020,Doğubayazıt,39.5472,44.0833,Turkey,minor,121263.0
5021,Metz,49.1203,6.1778,France,minor,118489.0
5022,Płock,52.55,19.7,Poland,minor,120000.0
5023,Bagaha,27.0992,84.09,India,,120736.0
5024,Gurdāspur,32.0333,75.4,India,,120564.0
5025,Tabuk,17.4069,121.4425,Philippines,,121033.0
5026,Apartadó,7.8833,-76.6333,Colombia,minor,121003.0
5027,Siracusa,37.0692,15.2875,Italy,minor,121171.0
5028,Apucarana,-23.5508,-51.4608,Brazil,,120919.0
5029,Perpignan,42.6986,2.8956,France,minor,119344.0
5030,Valinhos,-22.9706,-46.9958,Brazil,minor,120258.0
5031,Chilapa de Álvarez,17.5944,-99.1778,Mexico,minor,120790.0
5032,Cachoeirinha,-29.9508,-51.0939,Brazil,,118278.0
5033,Guelmim,28.9833,-10.0667,Morocco,admin,118318.0
5034,Navojoa,27.0813,-109.4461,Mexico,minor,120926.0
5035,Kot Addu,30.47,70.9644,Pakistan,,120479.0
5036,Lynchburg,37.4003,-79.1909,United States,,120877.0
5037,Zonguldak,41.4564,31.7986,Turkey,admin,120395.0
5038,Boulder,40.0248,-105.2524,United States,,120818.0
5039,Göttingen,51.5339,9.9356,Germany,minor,119801.0
5040,Unwana,5.8625,7.9486,Nigeria,,120000.0
5041,Vihiga,0.05,34.725,Kenya,,118696.0
5042,Catchiungo,-12.7864,16.3233,Angola,,120677.0
5043,Barcelos,41.5167,-8.6167,Portugal,minor,120391.0
5044,Ilobu,7.84,4.486,Nigeria,minor,118097.0
5045,Kỳ Anh,18.0678,106.2967,Vietnam,minor,120518.0
5046,Sātāra,17.6833,73.9833,India,,120079.0
5047,Kallithéa,37.95,23.7,Greece,minor,100641.0
5048,Tizayuca,19.8333,-98.9833,Mexico,minor,119442.0
5049,Darjeeling,27.0375,88.2631,India,,118805.0
5050,Moḩammad Shahr,35.7483,50.9025,Iran,,119418.0
5051,Al Manşūrah,12.8531,44.9722,Yemen,minor,114931.0
5052,Calumpit,14.9167,120.7667,Philippines,,118471.0
5053,Orléans,47.9025,1.909,France,admin,116269.0
5054,Bāgalkot,16.1833,75.7,India,,120104.0
5055,Ebetsu,43.1037,141.5362,Japan,,119819.0
5056,Fujimino,35.8795,139.5198,Japan,,112745.0
5057,Đông Hòa,12.9931,109.3314,Vietnam,,119991.0
5058,Sertãozinho,-21.1381,-47.9906,Brazil,,120152.0
5059,Söke,37.7508,27.4103,Turkey,minor,120217.0
5060,Dordrecht,51.7958,4.6783,Netherlands,minor,119115.0
5061,Poá,-23.5286,-46.345,Brazil,,113793.0
5062,Lalo,6.9167,1.8833,Benin,,119926.0
5063,Ghardaïa,32.4833,3.6667,Algeria,admin,120000.0
5064,Candaba,15.0933,120.8283,Philippines,,119497.0
5065,Nokha,27.6,73.42,India,,120000.0
5066,San Carlos,9.65,-68.5833,Venezuela,admin,120000.0
5067,Besançon,47.24,6.02,France,minor,118258.0
5068,Baraka,-4.1041,29.094,Congo (Kinshasa),,120000.0
5069,Ar Rustāq,23.3908,57.4244,Oman,admin,120000.0
5070,Handa,34.8919,136.9381,Japan,,117544.0
5071,Iowa City,41.6559,-91.5303,United States,,120015.0
5072,Várzea Paulista,-23.2114,-46.8283,Brazil,,116601.0
5073,Ādīgrat,14.2667,39.45,Ethiopia,,116193.0
5074,Catanduva,-21.1378,-48.9728,Brazil,,119480.0
5075,Nouadhibou,20.9333,-17.0333,Mauritania,admin,118000.0
5076,Chelmsford,51.73,0.48,United Kingdom,,115369.0
5077,Gudivāda,16.43,80.99,India,,118167.0
5078,Yüksekova,37.569,44.283,Turkey,minor,119760.0
5079,Naz̧arābād,35.9583,50.605,Iran,minor,119512.0
5080,Pleven,43.4078,24.6203,Bulgaria,admin,119596.0
5081,Rochester,44.0154,-92.478,United States,,119732.0
5082,An,19.7833,94.0333,Myanmar,,119714.0
5083,Ajax,43.8583,-79.0364,Canada,,119677.0
5084,Alcobendas,40.5333,-3.6333,Spain,,117041.0
5085,Berkeley,37.8722,-122.276,United States,,119607.0
5086,Xuqiaocun,30.4355,120.3645,China,,118263.0
5087,Dinalupihan,14.8833,120.4667,Philippines,,118209.0
5088,Dongsheng,22.6199,113.2895,China,,117976.0
5089,Sopur,34.3,74.47,India,,118608.0
5090,Waldorf,38.6085,-76.9194,United States,,119442.0
5091,Toledo,-24.7139,-53.7428,Brazil,,119313.0
5092,Elbląg,54.1667,19.4,Poland,minor,119317.0
5093,Nazran,43.2167,44.7667,Russia,,117936.0
