,city,lat,lng,country,capital,population
40690,San Calixto,8.4,-73.2167,Colombia,minor,9961.0
40691,Giesen,52.2,9.8833,Germany,,9709.0
40692,Kinnelon,40.9847,-74.3862,United States,,9994.0
40693,Ratne,51.65,24.5333,Ukraine,,9955.0
40694,Gundi,18.6237,79.0923,India,,9625.0
40695,Vardenik,40.1331,45.4367,Armenia,,9880.0
40696,Oudenburg,51.1833,3.0,Belgium,,9717.0
40697,Fernán-Núñez,37.6667,-4.7167,Spain,,9667.0
40698,Lapinlahti,63.3667,27.3833,Finland,minor,9982.0
40699,Pagidyāla,15.933,78.333,India,,9579.0
40700,Hlinsko,49.7622,15.9075,Czechia,,9602.0
40701,Lizzano,40.3919,17.4483,Italy,,9990.0
40702,Tarhjicht,29.0564,-9.4281,Morocco,,9988.0
40703,Ponneri,12.5972,78.5979,India,,9401.0
40704,Velpūru,16.1496,79.863,India,,9667.0
40705,Chinnakkavundanūr,11.4559,77.8673,India,,9329.0
40706,Oued Laou,35.45,-5.0833,Morocco,,9665.0
40707,Uniontown,39.8993,-79.7246,United States,,9988.0
40708,Bundehra,25.3776,86.7376,India,,8778.0
40709,Zafargarh,17.7686,79.4859,India,,9698.0
40710,Ruffano,39.9833,18.25,Italy,,9741.0
40711,Corozal,18.341,-66.3124,Puerto Rico,,9986.0
40712,Turgutalp,39.1833,27.5833,Turkey,,9838.0
40713,Vegachí,6.7731,-74.7994,Colombia,minor,9966.0
40714,Foix,42.9653,1.6069,France,minor,9493.0
40715,Matias Cardoso,-14.855,-43.9219,Brazil,,9979.0
40716,Magny-les-Hameaux,48.7239,2.0842,France,,9418.0
40717,Tadangam,12.1056,78.1226,India,,9360.0
40718,Yenice,36.9667,35.05,Turkey,minor,8689.0
40719,Magnago,45.5792,8.8025,Italy,,9167.0
40720,Heilsbronn,49.3167,10.8,Germany,,9825.0
40721,Chilanga,13.7167,-88.1167,El Salvador,,9700.0
40722,Coronel Freitas,-26.9089,-52.7028,Brazil,,9940.0
40723,São Sebastião do Maranhão,-18.0839,-42.5708,Brazil,,9963.0
40724,Clinton,36.0981,-84.1283,United States,,9982.0
40725,Cristino Castro,-8.8178,-44.2239,Brazil,,9981.0
40726,Campobello di Licata,37.25,13.9167,Italy,,9860.0
40727,Somasamudram,15.15,76.92,India,,9381.0
40728,Sauk Village,41.4906,-87.5706,United States,,9981.0
40729,Safford,32.8335,-109.6964,United States,,9981.0
40730,La Sierra,2.25,-76.8333,Colombia,minor,9935.0
40731,Boves,44.3333,7.55,Italy,,9788.0
40732,Greencastle,39.6432,-86.8418,United States,,9980.0
40733,Vlist,51.9667,4.7667,Netherlands,,9806.0
40734,Teotitlán,18.1333,-97.0833,Mexico,minor,9876.0
40735,Cape Canaveral,28.3933,-80.6049,United States,,9979.0
40736,Margny-lès-Compiègne,49.4261,2.8208,France,,8676.0
40737,Bastak,27.1992,54.3667,Iran,minor,9959.0
40738,Keokuk,40.4095,-91.4031,United States,,9977.0
40739,Karankot,17.2866,77.5644,India,,9764.0
40740,Gudimūlakhandrika,16.409,81.803,India,,9222.0
40741,Älmhult,56.55,14.1333,Sweden,minor,8955.0
40742,Cedar Hills,40.4135,-111.7531,United States,,9975.0
40743,DuPont,47.1079,-122.6495,United States,,9974.0
40744,Ii,65.3167,25.3722,Finland,minor,9966.0
40745,Naqneh,31.9336,51.3306,Iran,,9923.0
40746,Punnaikkāyal,8.6322,78.1119,India,,9267.0
40747,Chinnāmpālaiyam,10.6604,77.0248,India,,9353.0
40748,Budd Lake,40.8733,-74.7375,United States,,9971.0
40749,Boudinar,35.15,-3.6333,Morocco,,9863.0
40750,Pasian di Prato,46.05,13.2,Italy,,9363.0
40751,Ventania,-24.2458,-50.2428,Brazil,,9957.0
40752,Budhma,25.6451,86.8317,India,,9176.0
40753,Consuegra,39.4619,-3.6064,Spain,,9942.0
40754,Honge,15.88,74.56,India,,8979.0
40755,Mīāndasht,33.0736,50.1647,Iran,,9933.0
40756,Pereshchepyne,49.0179,35.3598,Ukraine,,9931.0
40757,Daruvar,45.5929,17.2237,Croatia,minor,9815.0
40758,Saint-Lys,43.5142,1.1775,France,,9521.0
40759,Immingham,53.6139,-0.2183,United Kingdom,,9642.0
40760,Wāngjing,24.3862,93.8604,India,,9200.0
40761,Santa Cruz Atizapán,19.1756,-99.4886,Mexico,minor,8909.0
40762,Dongcha,34.38,106.6623,China,,9920.0
40763,San Francisco la Unión,14.9167,-91.5333,Guatemala,minor,9665.0
40764,Strzelce Krajeńskie,52.8756,15.5319,Poland,minor,9912.0
40765,Imaruí,-28.3408,-48.82,Brazil,,9948.0
40766,Liesveld,51.9156,4.8456,Netherlands,,9746.0
40767,Shāhganj,22.8467,77.798,India,,9749.0
40768,Catunda,-4.6478,-40.2008,Brazil,,9952.0
40769,Jaisinghnagar,23.6858,81.3909,India,,9758.0
40770,Airmont,41.0992,-74.0989,United States,,9964.0
40771,Coapilla,17.1167,-93.1333,Mexico,minor,9900.0
40772,Ḩās,35.6169,36.5953,Syria,,9595.0
40773,Cuicatlan,17.8,-96.95,Mexico,,9945.0
40774,Itatiaiuçu,-20.1969,-44.4208,Brazil,,9928.0
40775,Ribadeo,43.5336,-7.0403,Spain,,9871.0
40776,Ploërmel,47.9317,-2.3975,France,,9791.0
40777,Dessel,51.2333,5.1167,Belgium,,9605.0
40778,Coroaci,-18.6219,-42.2858,Brazil,,9943.0
40779,Leppävirta,62.4917,27.7875,Finland,minor,9953.0
40780,Sorkheh,35.4633,53.2139,Iran,minor,9951.0
40781,Mareno di Piave,45.8409,12.352,Italy,,9613.0
40782,Höhr-Grenzhausen,50.435,7.6711,Germany,,9368.0
40783,Sande,59.5936,10.2076,Norway,,9904.0
40784,Gessate,45.55,9.4333,Italy,,8821.0
40785,Genemuiden,52.6244,6.0397,Netherlands,,9700.0
40786,Maihma Sarja,30.311,74.8427,India,,9319.0
40787,Novyye Atagi,43.1328,45.7797,Russia,,9738.0
40788,Tha Mai,12.6196,102.0112,Thailand,minor,9843.0
40789,Sparta,43.9377,-90.8131,United States,,9955.0
40790,Manduri,-23.0033,-49.3219,Brazil,,9910.0
40791,Chintapalle,17.8667,82.35,India,,9882.0
40792,Lenoir City,35.8111,-84.2818,United States,,9953.0
40793,Estavayer-le-Lac,46.85,6.8472,Switzerland,,9712.0
40794,Pinos Puente,37.25,-3.75,Spain,,9853.0
40795,Māmidipalli,18.7772,78.2962,India,,9188.0
40796,Fair Oaks Ranch,29.7467,-98.6376,United States,,9951.0
40797,Piedras Blancas,43.56,-5.976,Spain,,9533.0
40798,Monteriggioni,43.4,11.2167,Italy,,9937.0
40799,Treillières,47.3308,-1.6267,France,,9617.0
40800,Terra de Areia,-29.585,-50.0708,Brazil,,9878.0
40801,Holywell,53.274,-3.223,United Kingdom,,8886.0
40802,Wadgira,16.5858,77.098,India,,9700.0
40803,Kourimat,31.45,-9.3167,Morocco,,9897.0
40804,Mādhavaram,16.89,81.5937,India,,9001.0
40805,Néa Moudaniá,40.2386,23.2814,Greece,minor,9342.0
40806,Bukowno,50.2681,19.4631,Poland,,9791.0
40807,Großröhrsdorf,51.1444,14.0167,Germany,,9708.0
40808,Colindres,43.3967,-3.4483,Spain,,8512.0
40809,Govindāpuram,16.1548,80.1027,India,,9106.0
40810,Worth,51.113,-0.147,United Kingdom,,9888.0
40811,Towcester,52.13,-0.99,United Kingdom,,9252.0
40812,Vidor,30.1291,-93.9967,United States,,9944.0
40813,Malhārgarh,24.2829,74.9902,India,,9687.0
40814,Umburetama,-7.6958,-35.6639,Brazil,,9889.0
40815,Hamīra,31.4589,75.4304,India,,9370.0
40816,Bellavista,6.5236,-76.9744,Colombia,minor,9941.0
40817,Reedsburg,43.5348,-89.9965,United States,,9942.0
40818,Panjāb,34.3833,67.0167,Afghanistan,minor,9900.0
40819,Mae Ai,20.0296,99.2847,Thailand,minor,9699.0
40820,Conselice,44.5167,11.8333,Italy,,9779.0
40821,North Lakes,61.6191,-149.311,United States,,9941.0
40822,Fairmount,39.7931,-105.1711,United States,,9939.0
40823,Outa Bouabane,34.2606,-4.4139,Morocco,,9856.0
40824,Zell am See,47.3233,12.7981,Austria,minor,9762.0
40825,Saint-Rémy-de-Provence,43.7894,4.8317,France,,9829.0
40826,Gunnedah,-30.9817,150.2511,Australia,,9726.0
40827,Jagannādapuram,13.2745,80.1802,India,,9183.0
40828,Pokrovske,47.9853,36.2367,Ukraine,,9910.0
40829,Majali,14.9,74.1,India,,9588.0
40830,Ingré,47.9206,1.8242,France,,9482.0
40831,Zaozërsk,69.3978,32.4492,Russia,,9915.0
40832,Lagbé,6.6833,2.6833,Benin,,9138.0
40833,Gidha,26.0507,86.8176,India,,9068.0
40834,Pangunattam,12.1112,78.0123,India,,9311.0
40835,Nambutalai,9.7277,79.0071,India,,9625.0
40836,Kostrzyń,52.3942,17.2222,Poland,,9809.0
40837,Montescaglioso,40.55,16.6667,Italy,,9877.0
40838,Tafersit,35.0167,-3.5333,Morocco,,9133.0
40839,Keora,25.4374,85.0726,India,,8850.0
40840,Katahra,26.2235,87.0643,India,,8865.0
40841,Deruta,42.9833,12.4167,Italy,,9713.0
40842,Dināra,25.4613,78.3205,India,,9674.0
40843,Caldas de Reyes,42.6028,-8.6383,Spain,,9788.0
40844,Rubim,-16.375,-40.5378,Brazil,,9919.0
40845,Rurka Kalān,31.07,75.41,India,,9333.0
40846,Little River,33.8786,-78.6393,United States,,9929.0
40847,Willoughby Hills,41.5873,-81.4333,United States,,9929.0
40848,Bad Gandersheim,51.8719,10.0253,Germany,,9823.0
40849,George Mason,38.8356,-77.3186,United States,,9927.0
40850,Urzhum,57.1167,50.0,Russia,,9919.0
40851,Kendallville,41.4441,-85.2578,United States,,9926.0
40852,Marysville,42.9084,-82.4806,United States,,9925.0
40853,Byalynichy,53.9956,29.7096,Belarus,minor,9913.0
40854,Kattamūru,17.08,82.13,India,,8980.0
40855,Castel Bolognese,44.3167,11.8,Italy,,9628.0
40856,Mount Vista,45.7373,-122.6316,United States,,9924.0
40857,Jilotlán de los Dolores,19.3719,-103.0193,Mexico,minor,9917.0
40858,Beneditinos,-5.455,-42.36,Brazil,,9911.0
40859,Vargem,-22.8889,-46.4139,Brazil,,9854.0
40860,Pórto Ráfti,37.8844,24.0125,Greece,,9686.0
40861,Hardiya,25.5301,84.4961,India,,8766.0
40862,Brandis,51.3347,12.6089,Germany,,9646.0
40863,Saarijärvi,62.705,25.2583,Finland,minor,9915.0
40864,Waltenhofen,47.6667,10.3,Germany,,9759.0
40865,Saidia,35.085,-2.2392,Morocco,,8780.0
40866,Kaikaram,16.812,81.366,India,,9532.0
40867,East Setauket,40.921,-73.0942,United States,,9921.0
40868,Wapakoneta,40.5664,-84.1916,United States,,9921.0
40869,Bee Ridge,27.2855,-82.4731,United States,,9921.0
40870,Cosne sur Loire,47.4103,2.925,France,minor,9741.0
40871,Anantpur,16.889,75.0146,India,,9620.0
40872,Temiskaming Shores,47.5167,-79.6833,Canada,,9920.0
40873,Carregal do Sal,40.4333,-8.0,Portugal,,9835.0
40874,Ngaparou,14.4631,-17.0581,Senegal,,9500.0
40875,East Rutherford,40.8179,-74.0854,United States,,9918.0
40876,Mount Holly,39.995,-74.7863,United States,,9918.0
40877,Idumbāvanam,10.4224,79.6001,India,,9449.0
40878,Altmünster,47.9,13.7667,Austria,,9793.0
40879,Coello,4.3333,-74.9167,Colombia,minor,9887.0
40880,Juru,-7.5369,-37.8189,Brazil,,9892.0
40881,Argelato,44.5758,11.3486,Italy,,9865.0
40882,Talachyn,54.4167,29.7,Belarus,minor,9899.0
40883,Valtoha,31.2074,74.6423,India,,9492.0
40884,Poggio Renatico,44.765,11.4833,Italy,,9791.0
40885,Non Sung,15.1788,102.2514,Thailand,minor,9730.0
40886,Fällanden,47.3717,8.64,Switzerland,,8575.0
40887,Tiptree,51.81,0.75,United Kingdom,,9182.0
40888,Aranzazu,5.3,-75.45,Colombia,minor,9854.0
40889,Mirante,-14.2419,-40.7728,Brazil,,9902.0
40890,Kudowa-Zdrój,50.4383,16.2394,Poland,,9627.0
40891,San Pedro Ixtlahuaca,17.05,-96.8167,Mexico,,8561.0
40892,Ingichka,39.7389,65.9922,Uzbekistan,,9676.0
40893,Revel,43.4586,2.0042,France,,9637.0
40894,Margarita,9.0833,-74.2,Colombia,minor,9876.0
40895,Rāmpura,14.881,76.7814,India,,9703.0
40896,Rute,37.3167,-4.3667,Spain,,9835.0
40897,Rye Brook,41.0302,-73.6864,United States,,9909.0
40898,Punnavalli,16.4062,80.401,India,,9703.0
40899,Konidena,16.0156,80.057,India,,9650.0
40900,Colac,-38.3403,143.5847,Australia,,9048.0
40901,Mīnākshipuram,9.9908,77.3709,India,,9539.0
40902,New Richmond,45.125,-92.5377,United States,,9908.0
40903,Ellisville,38.5897,-90.5884,United States,,9908.0
40904,Agoué,6.25,1.6833,Benin,,9589.0
40905,Monticello Conte Otto,45.6,11.5833,Italy,,9026.0
40906,Brinkmann,-30.8669,-62.0336,Argentina,,9890.0
40907,Rautara,25.663,87.5378,India,,8791.0
40908,Worsborough,53.52,-1.47,United Kingdom,,9516.0
40909,Adiyakkamangalam,10.7626,79.6775,India,,8776.0
40910,Sasaima,4.965,-74.4347,Colombia,minor,9807.0
40911,Rotonda,26.8844,-82.2791,United States,,9906.0
40912,Queensferry,55.99,-3.398,United Kingdom,,9350.0
40913,Csorna,47.6167,17.25,Hungary,minor,9799.0
40914,Trancoso,40.7833,-7.35,Portugal,minor,9878.0
40915,Balatonalmádi,47.0333,18.0167,Hungary,minor,9710.0
40916,Redon,47.6514,-2.0847,France,minor,9287.0
40917,Devanāngurichchi,11.3895,77.8547,India,,8991.0
40918,Jesup,31.5992,-81.8895,United States,,9902.0
40919,Lago Ranco,-40.3167,-72.5,Chile,,9896.0
40920,La Grange,38.3987,-85.375,United States,,9901.0
40921,Nāgathān,16.83,75.73,India,,9576.0
40922,Khutha Baijnāth,26.0268,87.117,India,,8520.0
40923,Alcorta,-33.5333,-61.1167,Argentina,,9870.0
40924,Dagarua,25.8,87.64,India,,8643.0
40925,San Giovanni in Marignano,43.9393,12.7137,Italy,,9455.0
40926,Tenente Ananias,-6.465,-38.18,Brazil,,9883.0
40927,Tāmganj,26.2478,87.1569,India,,8830.0
40928,Bisaul,26.6151,85.993,India,,8636.0
40929,Karczew,52.0833,21.25,Poland,,9566.0
40930,Åstorp,56.1347,12.9472,Sweden,minor,9488.0
40931,Nong Wua So,17.2702,102.5985,Thailand,minor,9816.0
40932,Qiziltepa,40.0361,64.8503,Uzbekistan,,9884.0
40933,Néa Artáki,38.5167,23.6333,Greece,,9489.0
40934,Bellinzago Novarese,45.5833,8.6333,Italy,,9646.0
40935,Jāwalgeri,15.8656,76.8156,India,,9622.0
40936,Patchūr,12.5949,78.4622,India,,9303.0
40937,Resana,45.6333,11.95,Italy,,9509.0
40938,Ashukino,56.1611,37.9464,Russia,,9544.0
40939,Chimay,50.05,4.3167,Belgium,,9841.0
40940,Rothrist,47.3028,7.8833,Switzerland,,9121.0
40941,Mezőberény,46.8167,21.0167,Hungary,,9809.0
40942,Cachipay,4.7308,-74.4375,Colombia,minor,9833.0
40943,Chevy Chase,38.9944,-77.0738,United States,,9889.0
40944,Nadimpālem,16.2123,80.3097,India,,9484.0
40945,Siano,40.8025,14.6944,Italy,,9883.0
40946,River Vale,41.0138,-74.008,United States,,9888.0
40947,Uppalaguptam,16.5667,82.1,India,,9397.0
40948,Vaikuntam,11.5197,77.9398,India,,9228.0
40949,Bjärred,55.7167,13.0167,Sweden,,9542.0
40950,Saidoke,30.5267,75.2867,India,,9427.0
40951,Kushnarënkovo,55.1049,55.3479,Russia,,9870.0
40952,Sundarsi,23.2688,76.4399,India,,9471.0
40953,Gangādhar,18.5883,79.011,India,,9543.0
40954,Franklin,36.7177,-86.5595,United States,,9885.0
40955,Alukkuli,11.4458,77.3574,India,,9263.0
40956,Santa María Jacatepec,17.85,-96.2,Mexico,minor,9474.0
40957,Mission,39.027,-94.6568,United States,,9884.0
40958,Narikombu,12.9,75.03,India,,9267.0
40959,Oakbrook,38.9996,-84.6797,United States,,9883.0
40960,Bockenem,52.0117,10.1319,Germany,,9795.0
40961,Hinton,53.4114,-117.5639,Canada,,9882.0
40962,Sānampūdi,16.086,79.835,India,,9570.0
40963,Alaçatı,38.2814,26.3742,Turkey,minor,9745.0
40964,Kondalahalli,14.72,76.76,India,,9675.0
40965,Saint-Sauveur,45.9,-74.17,Canada,,9881.0
40966,Toudja,36.7586,4.8933,Algeria,,9827.0
40967,Powdersville,34.7826,-82.4959,United States,,9880.0
40968,Zinkiv,50.2081,34.3668,Ukraine,,9856.0
40969,Luçon,46.4547,-1.1658,France,,9576.0
40970,Bastrop,32.7748,-91.9078,United States,,9879.0
40971,Quesnel,52.9784,-122.4927,Canada,,9879.0
40972,Beuvry,50.5197,2.6794,France,,9331.0
40973,Torrinha,-22.4258,-48.1689,Brazil,,9846.0
40974,Dodworth,53.5417,-1.5214,United Kingdom,,9777.0
40975,San Bartolomé Milpas Altas,14.6046,-90.68,Guatemala,minor,8642.0
40976,Muddanūru,14.6667,78.4,India,,9775.0
40977,Ruoqiang,39.0181,88.1681,China,minor,9872.0
40978,Moyogalpa,11.5403,-85.6969,Nicaragua,minor,9729.0
40979,Varna,53.3806,60.9803,Russia,,9869.0
40980,Baisuhalli,12.2064,78.1906,India,,9365.0
40981,Qahjāvarestān,32.7039,51.8381,Iran,,9712.0
40982,Norosí,8.5261,-74.0378,Colombia,minor,9850.0
40983,Singhāna,22.1902,74.9702,India,,9394.0
40984,Ferryhill,54.69,-1.55,United Kingdom,,8942.0
40985,Hawera,-39.5933,174.2783,New Zealand,,9792.0
40986,Hobart,44.4967,-88.1602,United States,,9872.0
40987,Dasso,7.0167,2.4667,Benin,,9607.0
40988,Titu,44.6622,25.5736,Romania,,9658.0
40989,Pobiedziska,52.4833,17.4833,Poland,,9755.0
40990,Baikunthapur,22.9117,87.9668,India,,8794.0
40991,Guateque,5.0056,-73.4722,Colombia,minor,9603.0
40992,Pinjranwān,25.1702,84.8203,India,,8635.0
40993,Serafimovskiy,54.4333,53.8167,Russia,,9813.0
40994,Flossmoor,41.5391,-87.6858,United States,,9868.0
40995,Arden Hills,45.0721,-93.167,United States,,9868.0
40996,Giardini,37.8333,15.2833,Italy,,9337.0
40997,Nāgasamudra,14.72,76.76,India,,9661.0
40998,Manchenahalli,13.5007,77.6035,India,,9510.0
40999,Villas,39.0157,-74.935,United States,,9866.0
41000,Hornsby Bend,30.2388,-97.5899,United States,,9866.0
41001,Kobeliaky,49.1474,34.1993,Ukraine,minor,9841.0
41002,Gāndlapenta,14.05,78.3089,India,,9611.0
41003,Pedavīdu,16.8558,79.8937,India,,9628.0
41004,Bueng Khong Long,17.9667,104.045,Thailand,minor,9777.0
41005,Berezivka,47.2039,30.9125,Ukraine,minor,9845.0
41006,Quilombo,-26.7258,-52.7208,Brazil,,9829.0
41007,Beltangadi,12.9795,75.2699,India,,9642.0
41008,Sarapuí,-23.6408,-47.825,Brazil,,9836.0
41009,Havanūr,14.8667,75.7,India,,9643.0
41010,Atoka,35.4239,-89.7861,United States,,9863.0
41011,Belomorsk,64.5253,34.7658,Russia,,9861.0
41012,Broni,45.0619,9.2611,Italy,,9411.0
41013,Peru,41.3482,-89.1371,United States,,9862.0
41014,Ciudad de Loreto,-28.3,-64.2,Argentina,,9854.0
41015,Makariv,50.4648,29.8072,Ukraine,minor,9836.0
41016,Piombino Dese,45.6067,11.9979,Italy,,9539.0
41017,Aulnoye-Aymeries,50.2047,3.8356,France,,8840.0
41018,San Vicente,-1.9,-79.2333,Ecuador,,9819.0
41019,Croydon,40.0911,-74.8975,United States,,9860.0
41020,Renaico,-37.6667,-72.5833,Chile,,9850.0
41021,Jerissa,35.85,8.6333,Tunisia,,9807.0
41022,Litovel,49.7012,17.0762,Czechia,,9651.0
41023,Kambaneri Pudukkudi,9.0685,77.3795,India,,9003.0
41024,Seysses,43.4981,1.3125,France,,9481.0
41025,Łobez,53.6333,15.6167,Poland,minor,9792.0
41026,Independent Hill,38.6404,-77.4089,United States,,9855.0
41027,Elizabethtown-Kitley,44.7,-75.8833,Canada,,9854.0
41028,Sabana Larga,18.585,-70.4982,Dominican Republic,,9794.0
41029,Nersingen,48.4289,10.1219,Germany,,9464.0
41030,Mora,39.684,-3.777,Spain,,9796.0
41031,Pailón,-17.6594,-62.7197,Bolivia,,9850.0
41032,Mulungu,-7.0239,-35.4619,Brazil,,9840.0
41033,Brandywine,38.6963,-76.8846,United States,,9852.0
41034,Winfield,41.8787,-88.1507,United States,,9852.0
41035,Mosjøen,65.837,13.1913,Norway,minor,9843.0
41036,Photharam,13.6918,99.8531,Thailand,minor,9575.0
41037,Vanukūru,16.4406,80.7379,India,,8648.0
41038,Chom Thong,18.4901,98.6747,Thailand,minor,9777.0
41039,Rio Vista,38.1765,-121.7025,United States,,9850.0
41040,Independence,44.8547,-123.1952,United States,,9850.0
41041,Plüderhausen,48.795,9.6011,Germany,,9487.0
41042,Gold,33.5874,74.1445,India,,9453.0
41043,Morinville,53.8022,-113.6497,Canada,,9848.0
41044,El Roble,9.1,-75.2,Colombia,minor,9786.0
41045,Wendell,35.7819,-78.3952,United States,,9847.0
41046,The Pinery,39.4462,-104.7591,United States,,9847.0
41047,Breuillet,48.5661,2.1714,France,,8566.0
41048,Drezdenko,52.8333,15.8333,Poland,,9800.0
41049,Kondayampālaiyam,11.513,77.4371,India,,9224.0
41050,Artigues-près-Bordeaux,44.8606,-0.4936,France,,8656.0
41051,Virālimalai,10.6023,78.5471,India,,9482.0
41052,Badagabettu,13.3335,74.7999,India,,9220.0
41053,Çıldır,41.1289,43.1328,Turkey,minor,9833.0
41054,Saint-Barthélemy-d’Anjou,47.4675,-0.495,France,,9210.0
41055,Gangūru,16.4833,80.7333,India,,8768.0
41056,Ekalbehri,21.8933,78.8794,India,,9550.0
41057,Radekhiv,50.2828,24.6375,Ukraine,,9800.0
41058,Stansbury Park,40.6356,-112.3054,United States,,9839.0
41059,Veauche,45.5619,4.2781,France,,8976.0
41060,Trebbin,52.2167,13.2,Germany,,9760.0
41061,Jennings,30.2233,-92.6582,United States,,9836.0
41062,Santa Bárbara,9.6,-63.6,Venezuela,minor,9809.0
41063,Panganiban,13.9,124.3,Philippines,,9713.0
41064,Roztoky,50.1585,14.3977,Czechia,,8783.0
41065,Nurobod Shahri,39.6086,66.2867,Uzbekistan,minor,9600.0
41066,Kannāl,18.6938,79.4288,India,,9027.0
41067,Ban Nong Tong,18.6115,98.9466,Thailand,,9512.0
41068,Zorneding,48.0833,11.8333,Germany,,9436.0
41069,Rāmasingavaram,16.8863,81.1083,India,,9543.0
41070,Schlitz,50.6667,9.5667,Germany,,9764.0
41071,Lāila,12.99,75.27,India,,9609.0
41072,Manchi,12.9,75.03,India,,9214.0
41073,Nykøbing Mors,56.7953,8.8592,Denmark,minor,9135.0
41074,Włoszczowa,50.8542,19.9669,Poland,minor,9750.0
41075,Mallappādi,12.5273,78.3756,India,,9335.0
41076,San Sebastián,1.8439,-76.7717,Colombia,minor,9806.0
41077,Raun,26.3431,78.9443,India,,9525.0
41078,Socotá,6.05,-72.6333,Colombia,minor,9812.0
41079,Bishunpur,25.5665,87.4435,India,,8712.0
41080,Pulivalam,10.7525,79.6352,India,,8698.0
41081,Rasht,39.0167,70.3833,Tajikistan,minor,9800.0
41082,Couzeix,45.8761,1.2386,France,,9518.0
41083,St. Augustine Shores,29.8039,-81.3086,United States,,9828.0
41084,Haţeg,45.6075,22.95,Romania,,9685.0
41085,Murājpur,25.9506,86.4713,India,,8682.0
41086,Støvring,56.8867,9.8286,Denmark,minor,9089.0
41087,Kirangūr,12.4316,76.6993,India,,9354.0
41088,Ulipuram,11.4667,78.4667,India,,9435.0
41089,Suntar,62.1575,117.6442,Russia,,9826.0
41090,Plains,41.2657,-75.8131,United States,,9826.0
41091,Guia Lopes da Laguna,-21.4578,-56.1139,Brazil,,9824.0
41092,Ninheira,-15.3208,-41.7539,Brazil,,9815.0
41093,Osterburg,52.7833,11.7667,Germany,,9782.0
41094,Perumbālai,11.9635,77.9375,India,,9579.0
41095,Imām Şāḩib,37.1844,68.9144,Afghanistan,minor,9691.0
41096,Halls,36.0817,-83.9344,United States,,9822.0
41097,Yazıkonak,38.6167,39.3,Turkey,,9606.0
41098,Madhubani,26.3272,87.016,India,,8785.0
41099,East Stroudsburg,41.0023,-75.1779,United States,,9820.0
41100,Puraini,26.0607,87.0331,India,,8793.0
41101,Gökçeada,40.1608,25.8444,Turkey,minor,9783.0
41102,Oulunsalo,64.9333,25.4167,Finland,,9771.0
41103,Uppugunduru,15.673,80.167,India,,9060.0
41104,Oosterwolde,52.9903,6.2914,Netherlands,minor,9510.0
41105,Alcanar,40.543,0.4808,Spain,,9612.0
41106,General Alvear,-36.0333,-60.0167,Argentina,minor,9812.0
41107,Udburu,23.0333,85.3667,India,,9539.0
41108,Berchha,23.2823,76.3199,India,,9543.0
41109,Sairé,-8.3278,-35.7058,Brazil,,9764.0
41110,Triuggio,45.6667,9.2667,Italy,,8763.0
41111,Inole,17.8682,79.5545,India,,9461.0
41112,Almusafes,39.2903,-0.4147,Spain,,8984.0
41113,Pizarra,36.7667,-4.7,Spain,,9661.0
41114,Parol,32.346,75.4344,India,,9339.0
41115,Dolianova,39.3833,9.1833,Italy,,9696.0
41116,Mozzate,45.6833,8.95,Italy,,8971.0
41117,Eisenberg,49.5614,8.0725,Germany,,9313.0
41118,Masku,60.5708,22.1,Finland,minor,9706.0
41119,Gorom-Gorom,14.45,-0.2333,Burkina Faso,minor,9752.0
41120,Dattapāra,22.8491,88.9023,India,,8532.0
41121,Bādanahatti,15.3176,76.8258,India,,9209.0
41122,Dorogobuzh,54.9167,33.3,Russia,minor,9793.0
41123,Brockworth,51.85,-2.15,United Kingdom,,9422.0
41124,Totma,59.9667,42.75,Russia,,9805.0
41125,Cobham,51.329,-0.409,United Kingdom,,9739.0
41126,T’q’ibuli,42.3503,42.9983,Georgia,minor,9770.0
41127,Løgten,56.1643,10.1857,Denmark,,8659.0
41128,Brownsville,35.589,-89.2578,United States,,9807.0
41129,Calca,-13.323,-71.956,Peru,,9732.0
41130,Thīkri,22.0634,75.4007,India,,9544.0
41131,Sorbolo,44.8463,10.4486,Italy,,9563.0
41132,Everswinkel,51.925,7.8478,Germany,,9666.0
41133,Chiang Klang,19.293,100.8739,Thailand,minor,9721.0
41134,Grey Highlands,44.3333,-80.5,Canada,,9804.0
41135,São Gonçalo do Rio Abaixo,-19.8258,-43.3619,Brazil,,9777.0
41136,Ban Krot,14.3121,100.6005,Thailand,,9471.0
41137,Jujhārpur,25.7514,87.9634,India,,8665.0
41138,Tišnov,49.3487,16.4244,Czechia,,9267.0
41139,Vettweiß,50.7389,6.5972,Germany,,9685.0
41140,Aldona,15.58,73.87,India,,8696.0
41141,Nerinjippettai,11.6543,77.7586,India,,9141.0
41142,Basse-Goulaine,47.2153,-1.4656,France,,9136.0
41143,Ban Nam Dip Luang,18.45,98.8333,Thailand,,9592.0
41144,Wepener,-29.7333,27.0333,South Africa,,9553.0
41145,Harbatpur,30.45,77.73,India,,9242.0
41146,Constantina,-27.735,-52.9919,Brazil,,9752.0
41147,Guntramsdorf,48.0483,16.315,Austria,,9179.0
41148,Piru,25.1009,84.5583,India,,9261.0
41149,Heiligenhafen,54.3739,10.9797,Germany,,9283.0
41150,Thap Khlo,16.16,100.5967,Thailand,minor,9676.0
41151,Barracão,-26.2539,-53.6328,Brazil,,9735.0
41152,Yekāmbarakuppam,13.3168,79.5678,India,,8972.0
41153,Leeton,-34.5667,146.4,Australia,,8623.0
